Timestamp	Ah	Voltage (V)	Current (A)	Power (Watt)	Speed (m/s)	Distance (m)	Degree (°)	RPM (Rounds/Minute)	ThO	ThI	AuxA	AuxD	Flgs
14:34:29	4.31	13.3	3.6	47.88	11.61	253.38	29.66	1403.05	0.13	0.39	0.27	0.52	226
14:34:30	1.05	17.04	0.61	10.39	20.76	207.72	30.45	2027.47	0.17	0.2	0.73	0.53	184
14:34:31	3.89	17.18	3.15	54.12	85.04	226.88	25.53	281.44	0.62	0.36	0.95	0.56	242
14:34:32	0.81	14.84	1.66	24.63	28.27	642.34	25.07	1816.19	0.6	0.04	0.69	0.86	198
14:34:33	1.99	12.97	9.63	124.9	61.7	316.76	26.37	4312.67	0.5	0.16	0.71	0.35	0
14:34:34	4.89	16.93	4.17	70.6	27.9	319.55	31.82	4783.98	0.82	0.64	0.53	0.62	156
14:34:35	3.42	10.08	3.78	38.1	55.9	169.44	28.85	1441.62	0.06	0.2	0.44	0.15	94
14:34:36	0.23	18.12	0.74	13.41	61.44	311.19	27.33	1572.4	0.81	0.72	0.48	0.11	165
14:34:37	1.26	15.01	7.77	116.63	94.62	231.67	30.23	3698.91	0.99	0.12	0.39	0.78	1
14:34:38	1.29	11.8	1.18	13.92	78.76	427.96	28.53	3960.74	0.93	0.64	0.32	0.43	179
14:34:39	4.65	13.99	6.81	95.27	90.7	156.47	26.78	4352.69	0.18	0.71	0.1	0.81	132
14:34:40	1.73	13.09	2.11	27.62	24.4	624.53	28.67	456.04	0.46	0.88	0.84	0.53	235
14:34:41	0.14	19.99	8.07	161.32	44.82	849.63	31.45	2320.13	0.74	0.26	0.18	0.28	141
14:34:42	4.7	16.51	9.21	152.06	93.34	221.44	29.27	655.21	0.73	0.83	0.74	0.59	197
14:34:43	3.3	18.33	4.81	88.17	96.61	836.52	30.37	3412.83	0.87	0.15	0.85	0.37	100
14:34:44	4.05	19.91	6.25	124.44	60.98	939.08	25.33	802.63	0.94	0.63	0.86	0.37	94
14:34:45	0.49	15.78	7.19	113.46	46.74	817.67	30.02	3110.41	0.18	0.5	0.57	0.89	92
14:34:46	1.4	11.43	6.26	71.55	99.16	225.45	29.94	1144.68	0.57	0.1	0.31	0.51	16
14:34:47	4.39	13.51	6.41	86.6	9.99	743.85	31.86	3413.41	0.96	0.88	0.47	0.09	38
14:34:49	2.61	10.81	7.55	81.62	25.35	442.3	27.93	4920.43	0.12	0.82	0.19	0.21	21
14:34:50	4.64	15.55	9.68	150.52	40.79	937.6	27.64	371.03	0.71	0.88	0.57	0.36	222
14:34:51	4.52	15.69	4.51	70.76	33.57	474.48	30.73	3781.63	0.06	0.98	0.26	0.53	138
14:34:52	4.07	18.17	9.27	168.44	17.61	458.6	30.93	1776.17	0.64	0.31	0.89	0.21	157
14:34:53	1.55	17.28	7.33	126.66	78.36	9.66	29.17	53.86	0.5	0.29	0.2	0.4	176
14:34:54	4.39	16.84	7.56	127.31	94.26	750.23	31.67	3484.18	0.19	0.36	0.98	0.0	221
14:34:55	3.26	14.85	3.5	51.98	1.77	824.43	27.3	75.15	0.34	0.8	0.53	0.14	129
14:34:56	4.36	15.46	9.7	149.96	46.13	433.96	31.16	3927.56	0.44	0.66	0.36	0.68	206
14:34:57	3.47	13.02	9.59	124.86	84.39	169.4	26.37	4920.26	0.02	0.12	0.07	0.31	9
14:34:58	4.49	19.4	7.28	141.23	51.59	110.24	28.38	3412.47	0.16	0.55	0.04	0.77	34
14:34:59	2.4	16.32	1.28	20.89	13.71	31.78	28.43	2477.09	0.1	0.61	0.64	0.76	2
14:35:00	1.85	17.82	6.36	113.34	39.49	857.23	27.1	4562.46	0.36	0.12	0.12	0.26	163
14:35:01	4.01	18.22	6.82	124.26	17.01	847.01	26.1	2347.78	0.36	0.63	0.39	0.98	61
14:35:02	0.96	18.03	5.04	90.87	59.86	838.28	29.72	1654.8	0.73	0.82	0.07	0.29	252
14:35:03	3.36	14.01	1.29	18.07	37.01	307.9	29.35	170.98	0.59	0.9	0.07	0.09	254
14:35:04	3.81	15.79	9.77	154.27	94.92	110.2	31.03	3965.22	0.93	0.3	0.26	0.04	112
14:35:05	2.59	10.66	9.68	103.19	91.57	964.64	30.18	95.76	0.52	0.49	0.95	0.25	225
14:35:06	1.16	18.91	1.62	30.63	37.23	200.34	27.23	3237.57	0.27	0.25	0.48	0.29	34
14:35:07	4.91	17.6	2.4	42.24	20.34	120.01	27.17	3230.39	0.25	0.18	0.81	0.34	164
14:35:08	0.61	16.62	7.66	127.31	59.92	268.5	28.78	2891.43	0.14	0.5	0.99	0.24	9
14:35:09	2.16	16.32	9.97	162.71	68.33	392.35	30.78	3170.9	0.73	0.72	0.96	0.0	154
14:35:10	1.69	16.57	4.72	78.21	53.96	182.11	31.53	3533.15	0.86	0.36	0.67	0.68	92
14:35:11	0.67	14.09	7.32	103.14	55.67	407.23	30.68	4488.81	0.97	0.95	0.25	0.47	46
14:35:12	1.13	14.36	1.89	27.14	61.4	424.04	30.68	4371.55	0.77	0.35	0.7	0.11	52
14:35:13	3.71	13.81	3.35	46.26	78.89	86.09	30.33	4535.96	0.77	0.47	1.0	0.38	70
14:35:14	3.12	16.7	3.7	61.79	75.52	202.99	29.31	386.62	0.23	0.58	0.75	0.18	152
14:35:15	0.16	18.39	1.05	19.31	95.38	805.02	27.59	2821.63	0.01	0.4	0.15	0.93	74
14:35:16	4.94	14.93	7.28	108.69	10.62	753.87	30.25	2334.64	0.91	0.01	0.24	0.94	227
14:35:17	1.66	12.24	1.06	12.97	93.22	358.35	26.42	2064.09	0.64	0.19	0.84	0.63	189
14:35:18	2.62	15.04	8.64	129.95	9.01	385.01	28.06	2968.08	0.12	0.28	0.7	0.51	142
14:35:19	3.74	19.73	3.72	73.4	33.57	935.35	29.52	514.94	0.5	0.91	0.95	0.3	12
14:35:20	0.33	14.27	1.79	25.54	30.26	719.76	29.98	1025.29	0.49	0.71	0.83	0.84	196
14:35:21	4.44	15.54	8.56	133.02	43.27	136.91	27.05	399.21	0.66	0.83	0.39	0.81	212
14:35:22	0.79	16.74	6.09	101.95	74.6	285.05	28.89	3171.96	0.48	0.07	0.71	0.85	126
14:35:23	2.84	12.44	9.08	112.96	62.42	98.97	30.57	1281.24	0.43	0.57	0.04	0.19	198
14:35:24	3.09	18.03	5.76	103.85	57.28	337.83	27.54	4537.38	0.02	0.82	0.54	0.86	142
14:35:25	2.65	17.01	9.45	160.74	51.72	343.54	30.79	2210.36	0.83	0.09	0.02	0.5	141
14:35:26	2.76	14.5	3.8	55.1	11.54	663.87	27.89	1625.07	0.51	0.79	0.05	0.22	103
14:35:27	2.21	16.97	6.78	115.06	93.43	282.38	29.64	1528.36	0.42	0.21	0.03	0.4	81
14:35:28	2.28	13.9	8.7	120.93	70.21	989.37	27.97	798.13	0.48	0.21	0.69	0.34	38
14:35:29	3.95	12.16	0.95	11.55	67.18	789.83	29.5	1762.39	0.29	0.79	0.26	0.5	86
14:35:30	1.18	19.63	6.32	124.06	12.9	104.37	27.63	4070.66	0.8	0.77	0.1	0.9	160
14:35:31	2.26	15.96	4.05	64.64	55.29	901.51	27.69	1255.99	0.4	0.86	0.04	0.91	98
14:35:32	4.95	17.8	2.49	44.32	69.21	892.41	29.34	537.5	0.57	0.44	0.53	0.62	21
14:35:33	1.21	19.8	7.05	139.59	28.26	161.9	28.36	2308.43	0.77	0.41	0.18	0.17	153
14:35:34	0.68	12.73	6.04	76.89	17.08	400.46	27.41	832.23	0.05	0.27	0.15	0.44	211
14:35:35	0.25	19.16	5.73	109.79	92.7	324.23	30.39	1931.81	0.48	0.62	0.94	0.03	124
14:35:36	2.66	18.87	2.62	49.44	27.15	499.62	29.99	454.3	0.76	0.89	0.94	0.25	73
14:35:37	1.24	11.1	0.69	7.66	10.39	471.22	26.6	3461.5	0.43	0.67	0.6	0.39	146
14:35:38	4.86	13.71	9.14	125.31	83.35	144.22	30.4	1267.72	0.19	0.58	0.3	0.24	181
14:35:39	2.94	18.07	1.79	32.35	79.45	442.8	30.93	1452.09	0.1	0.39	0.26	0.88	16
14:35:40	0.61	16.03	5.31	85.12	78.69	616.87	30.74	2037.61	0.52	0.87	0.92	0.14	72
14:35:41	0.87	16.81	5.55	93.3	92.12	525.94	25.99	4794.46	0.69	0.95	0.13	0.38	79
14:35:42	1.03	16.95	4.8	81.36	95.93	110.29	30.92	1417.02	0.76	0.54	0.81	0.03	42
14:35:43	2.98	10.39	8.79	91.33	29.9	701.92	31.83	4519.66	0.98	0.53	0.72	0.84	142
14:35:44	1.75	11.49	0.95	10.92	36.59	639.71	31.36	923.5	0.29	0.6	0.01	0.36	60
14:35:45	2.33	16.76	1.51	25.31	44.72	391.19	27.67	1012.69	0.74	0.01	0.34	0.57	227
14:35:46	4.18	17.58	3.35	58.89	58.93	161.2	29.23	2324.06	0.16	0.31	0.28	0.97	16
14:35:47	3.99	14.15	9.24	130.75	6.47	237.7	31.08	3664.13	0.15	0.17	0.91	0.54	4
14:35:48	4.29	18.56	2.67	49.56	90.33	627.15	30.55	627.97	0.79	0.8	0.27	0.25	5
14:35:49	3.04	19.52	2.11	41.19	64.8	657.24	27.06	664.94	0.18	0.83	0.21	0.45	108
14:35:50	0.18	19.21	0.92	17.67	25.25	624.74	26.04	3358.38	0.47	0.57	0.16	0.15	22
14:35:51	3.61	12.86	3.41	43.85	41.52	850.69	31.53	637.71	0.59	0.48	0.79	0.67	35
14:35:52	4.93	16.78	5.16	86.58	3.54	844.06	31.52	4873.83	0.56	0.39	0.85	0.72	254
14:35:53	4.29	19.92	3.91	77.89	97.08	213.01	26.25	1855.22	0.83	0.17	0.4	0.81	23
14:35:54	3.73	13.18	3.15	41.52	43.57	945.99	25.81	219.02	0.37	0.68	0.16	0.77	127
14:35:55	4.94	14.99	8.87	132.96	51.95	846.37	25.56	2032.57	0.22	0.44	0.24	0.35	124
14:35:56	1.81	18.86	6.33	119.38	51.09	122.88	28.1	599.98	0.16	0.88	0.67	0.41	189
14:35:57	4.91	15.53	3.97	61.65	23.8	581.12	26.15	959.84	0.99	0.19	0.58	0.5	10
14:35:58	4.99	17.27	4.27	73.74	80.75	951.35	29.43	2801.47	0.22	0.5	0.59	0.83	55
14:35:59	0.85	13.26	8.15	108.07	78.09	374.76	31.07	2615.19	0.79	0.65	0.95	0.05	160
14:36:00	4.21	16.8	5.32	89.38	13.36	205.54	30.01	2618.16	0.88	0.79	0.8	0.33	185
14:36:01	2.51	10.8	1.12	12.1	58.52	442.65	31.8	3289.35	0.63	0.3	0.86	0.43	164
14:36:02	0.53	11.69	0.75	8.77	20.19	66.41	26.58	1774.18	0.13	0.81	0.57	0.52	147
14:36:03	2.68	14.98	4.71	70.56	35.93	684.83	25.9	3564.47	0.58	0.7	0.8	0.56	27
14:36:04	2.92	15.5	6.81	105.55	23.32	565.86	25.83	129.43	0.17	0.14	0.64	0.46	120
14:36:05	2.26	10.1	4.06	41.01	75.71	479.69	25.13	4112.18	0.01	0.82	0.29	0.54	18
14:36:06	2.73	15.79	7.49	118.27	14.45	652.66	26.98	807.19	0.03	0.08	0.16	0.37	66
14:36:07	1.49	18.9	7.79	147.23	43.17	131.32	31.32	151.43	0.43	0.96	0.36	0.48	134
14:36:08	4.39	16.77	6.74	113.03	55.9	812.65	30.4	2579.74	0.93	0.56	0.0	0.07	81
14:36:09	3.35	14.91	2.54	37.87	42.03	60.08	25.01	1597.32	1.0	0.27	0.11	0.25	9
14:36:10	4.24	17.46	0.81	14.14	75.51	142.76	27.92	2415.06	0.11	0.59	0.25	0.34	19
14:36:11	2.19	10.71	8.17	87.5	87.39	515.91	25.14	177.5	0.12	0.18	0.64	0.1	25
14:36:12	2.64	17.18	9.46	162.52	87.98	883.46	26.56	334.22	0.51	0.73	0.21	0.39	74
14:36:13	2.94	17.04	6.8	115.87	14.42	308.02	28.02	1567.36	0.86	0.06	0.58	0.77	129
14:36:14	4.65	11.16	7.91	88.28	98.01	789.26	29.83	1932.14	0.52	0.02	0.84	0.16	201
14:36:15	4.25	17.47	1.82	31.8	96.32	513.41	28.95	2479.88	0.58	0.8	0.93	0.83	134
14:36:16	2.92	15.13	4.44	67.18	36.96	808.49	29.63	4170.97	0.62	0.73	0.11	0.63	146
14:36:17	0.18	12.93	2.26	29.22	11.03	361.68	29.84	968.71	0.9	0.13	0.34	0.61	103
14:36:18	1.4	10.6	0.55	5.83	32.87	932.8	30.05	1247.15	0.53	0.85	0.94	0.36	194
14:36:19	3.46	18.06	6.34	114.5	98.05	657.51	27.66	4952.88	0.4	0.01	0.55	0.72	59
14:36:20	2.31	18.78	2.03	38.12	93.04	761.33	26.95	4917.21	0.69	0.35	0.78	0.93	87
14:36:21	4.37	18.44	1.04	19.18	13.75	918.74	26.22	4018.87	0.12	0.82	0.99	0.5	96
14:36:22	2.92	13.43	6.64	89.18	97.66	30.05	30.89	3161.98	0.49	0.04	0.17	0.97	255
14:36:23	4.7	16.27	1.11	18.06	14.2	820.68	27.31	1908.2	0.63	0.72	0.97	0.61	164
14:36:24	4.33	16.63	6.98	116.08	33.94	923.77	28.22	525.41	0.07	0.27	0.18	0.09	150
14:36:25	0.32	10.07	9.32	93.85	36.94	669.38	25.37	4572.35	0.17	0.47	0.2	0.56	77
14:36:26	0.21	11.48	4.23	48.56	8.8	413.76	28.16	1317.34	0.61	0.12	0.21	0.31	208
14:36:27	1.16	17.17	8.86	152.13	76.28	596.33	29.06	3768.43	0.24	0.57	0.51	0.88	180
14:36:28	3.53	12.95	3.58	46.36	16.04	58.04	28.96	1083.96	0.64	0.11	0.23	0.28	47
14:36:29	0.86	18.59	5.51	102.43	46.05	744.25	26.97	4407.78	0.62	0.73	0.99	0.54	109
14:36:30	1.22	13.17	9.81	129.2	13.17	785.8	29.67	4918.06	0.34	0.67	0.26	0.93	142
14:36:31	4.15	13.33	5.47	72.92	29.68	752.01	31.13	4849.23	0.04	0.52	0.78	0.68	56
14:36:32	2.16	11.77	6.33	74.5	46.23	436.19	30.7	2313.6	0.21	0.05	0.01	0.74	70
14:36:33	1.85	17.48	3.91	68.35	64.76	20.2	29.92	3526.32	0.52	0.58	0.95	0.22	118
14:36:34	1.59	10.26	8.04	82.49	47.44	811.2	25.25	4498.51	0.05	0.51	0.91	0.33	75
14:36:35	1.84	10.86	5.02	54.52	48.04	179.98	26.89	3990.62	0.57	0.52	0.64	0.64	176
14:36:36	3.74	16.41	0.73	11.98	3.44	201.29	31.87	1761.09	0.28	0.13	0.55	0.09	223
14:36:37	4.46	19.77	5.24	103.59	40.79	441.25	28.38	2919.14	0.04	0.07	0.08	0.99	15
14:36:38	0.55	19.44	7.16	139.19	86.44	131.36	30.32	4066.87	0.08	0.63	0.5	0.24	102
14:36:39	2.43	17.56	8.08	141.88	89.99	767.88	28.41	3616.86	0.99	0.06	0.11	0.36	149
14:36:40	3.12	17.1	2.79	47.71	1.84	907.03	30.72	3117.09	0.13	0.43	0.99	0.09	150
14:36:41	0.98	13.92	9.74	135.58	43.79	989.3	27.37	1248.91	0.1	0.54	0.78	0.59	247
14:36:42	2.15	12.29	8.06	99.06	70.46	599.12	27.03	2338.86	0.96	0.59	0.65	0.99	9
14:36:43	3.6	11.72	0.53	6.21	81.7	799.09	31.89	3923.25	0.08	0.9	0.66	0.55	148
14:36:45	4.75	13.91	8.84	122.96	30.78	16.67	25.71	3391.97	0.95	0.85	0.43	0.75	55
14:36:46	2.78	12.71	2.62	33.3	43.36	42.85	27.9	2131.33	0.45	0.17	0.93	0.31	116
14:36:47	4.51	12.42	4.69	58.25	66.2	83.12	31.69	1667.63	0.51	0.39	0.98	0.62	135
14:36:48	3.87	10.2	3.35	34.17	76.75	110.98	28.14	4561.11	0.87	0.47	0.46	0.32	110
14:36:49	0.22	11.0	8.86	97.46	59.77	76.27	30.24	4743.02	0.26	0.57	0.52	0.02	159
14:36:50	0.96	17.56	7.04	123.62	18.26	255.16	27.59	3810.76	0.28	0.13	0.46	0.74	196
14:36:51	0.28	14.58	2.28	33.24	52.37	606.5	25.9	2358.82	0.81	0.24	0.7	0.9	83
14:36:52	1.83	12.19	3.18	38.76	5.31	273.39	31.8	412.84	0.93	0.57	0.36	0.51	136
14:36:53	1.75	16.01	9.56	153.06	48.98	384.41	25.17	113.33	0.11	0.91	0.31	0.02	192
14:36:54	0.79	14.13	1.87	26.42	44.76	530.77	29.07	2322.1	0.43	0.75	0.91	0.35	26
14:36:55	3.98	16.85	2.66	44.82	21.47	742.78	28.34	643.46	0.52	0.73	0.21	0.51	78
14:36:56	3.68	17.93	9.63	172.67	99.43	851.91	31.28	1087.5	0.74	0.12	0.49	0.69	114
14:36:57	2.0	18.25	0.5	9.12	76.26	893.84	25.36	4886.89	0.58	1.0	0.29	0.78	150
14:36:58	0.41	13.0	7.92	102.96	36.66	467.92	25.73	1450.54	0.8	0.78	0.76	0.27	109
14:36:59	3.8	11.04	3.29	36.32	63.25	736.43	26.5	2167.37	0.48	0.45	0.1	0.65	222
14:37:00	1.57	13.62	1.95	26.56	82.56	966.58	31.11	1299.47	0.09	0.03	0.86	0.89	157
14:37:01	2.44	18.79	6.34	119.13	34.01	908.15	30.19	4169.04	0.95	0.76	0.75	0.98	197
14:37:02	4.8	17.24	5.01	86.37	94.54	678.86	25.54	3916.01	0.63	0.36	0.93	0.22	234
14:37:03	1.62	17.47	8.15	142.38	25.58	103.84	28.04	1022.42	0.68	0.74	0.02	0.03	167
14:37:04	1.85	15.72	3.72	58.48	90.07	288.36	30.59	4207.61	0.8	0.64	0.03	0.58	18
14:37:05	4.85	10.69	4.5	48.1	56.77	100.92	25.26	4591.55	0.73	0.05	0.93	0.97	15
14:37:06	2.6	15.85	4.84	76.71	25.75	417.99	27.04	338.83	0.71	0.2	0.74	0.24	95
14:37:07	1.35	14.68	3.85	56.52	60.95	452.39	30.81	3887.77	0.91	0.63	0.21	0.27	66
14:37:08	3.81	19.45	8.96	174.27	51.29	215.39	28.41	1404.62	0.61	0.93	0.77	0.56	154
14:37:09	1.08	18.6	9.49	176.51	17.02	87.38	26.11	1025.83	0.24	0.14	0.24	0.11	109
14:37:10	2.91	14.57	9.23	134.48	65.15	922.21	25.85	300.54	0.55	0.4	0.03	0.8	110
14:37:11	3.28	14.38	2.28	32.79	60.5	451.8	30.29	944.21	0.07	0.46	0.85	0.38	108
14:37:12	3.43	15.19	7.86	119.39	75.72	363.34	25.7	3952.24	0.36	0.69	0.23	0.84	34
14:37:13	2.03	13.12	1.51	19.81	82.18	240.07	27.04	973.75	0.13	0.74	0.02	0.17	253
14:37:14	0.69	18.44	5.36	98.84	11.07	459.17	30.42	40.23	0.09	0.44	0.03	0.93	172
14:37:15	4.33	12.91	8.24	106.38	59.63	152.85	26.18	959.28	0.35	0.72	0.46	0.81	68
14:37:16	4.26	15.79	6.9	108.95	86.84	303.93	27.97	4327.03	0.65	0.75	0.63	0.6	19
14:37:17	4.1	13.08	4.82	63.05	12.56	971.83	28.29	1760.79	0.63	0.45	0.56	0.77	159
14:37:18	2.7	15.32	6.79	104.02	85.12	21.7	31.05	1747.57	0.51	0.79	0.15	0.77	49
14:37:19	2.91	15.13	8.47	128.15	1.39	963.46	26.71	3736.26	0.34	0.69	0.94	0.35	4
14:37:20	3.64	18.0	5.48	98.64	79.88	663.3	28.58	3431.53	0.11	0.83	0.97	0.38	206
14:37:21	3.35	10.73	0.81	8.69	60.0	304.34	26.3	958.65	0.5	0.66	0.2	0.51	6
14:37:22	4.66	17.56	7.23	126.96	8.0	229.56	31.86	1907.47	0.39	0.01	0.2	0.46	45
14:37:23	0.11	17.85	9.74	173.86	81.94	948.47	29.27	4331.15	0.27	0.59	0.78	0.27	107
14:37:24	0.89	10.1	6.75	68.17	59.33	820.05	29.25	3738.44	0.52	0.36	0.83	0.25	196
14:37:25	3.39	10.43	2.76	28.79	16.41	558.19	26.77	4750.99	0.13	0.17	0.08	0.77	223
14:37:26	2.86	19.79	3.25	64.32	85.35	423.18	31.59	507.73	0.91	0.77	0.48	0.65	99
14:37:27	1.73	12.1	2.43	29.4	76.34	305.78	27.22	684.95	0.27	0.08	0.08	0.11	163
14:37:28	4.3	15.68	4.56	71.5	78.64	232.2	28.05	3151.74	0.46	0.17	0.52	0.15	221
14:37:29	3.25	17.39	9.72	169.03	47.86	586.86	28.96	931.35	0.84	0.86	0.78	0.8	0
14:37:30	2.0	16.51	2.31	38.14	5.41	183.44	30.18	3549.4	0.87	0.9	0.76	0.72	141
14:37:31	3.03	13.26	0.89	11.8	55.12	324.2	28.11	989.84	0.67	0.19	0.2	0.83	162
14:37:32	2.87	19.97	1.58	31.55	17.95	143.97	28.81	2671.93	0.03	0.07	0.58	0.74	188
14:37:33	2.74	11.68	7.86	91.8	59.52	346.52	31.47	4361.87	0.25	0.86	0.38	0.21	28
14:37:34	1.8	13.89	2.65	36.81	21.94	649.68	27.59	3583.88	0.79	0.19	0.74	0.49	132
14:37:35	4.97	14.87	5.26	78.22	59.55	924.42	26.67	2227.93	0.84	0.68	0.04	0.36	100
14:37:36	0.62	10.99	7.21	79.24	42.52	538.0	31.94	557.58	0.63	0.17	0.77	0.35	25
14:37:37	0.93	10.95	4.85	53.11	56.29	584.52	31.1	2055.77	0.83	0.24	0.88	0.45	236
14:37:38	4.08	14.17	3.64	51.58	11.19	289.05	30.24	930.6	0.79	0.74	0.15	0.82	179
14:37:39	1.95	14.1	2.63	37.08	40.16	915.76	29.9	2911.06	0.32	0.88	0.79	0.89	216
14:37:40	2.12	10.45	6.57	68.66	87.46	567.62	29.94	1995.44	0.12	0.31	0.93	0.49	84
14:37:41	0.95	16.62	8.75	145.43	8.29	315.41	29.75	4639.97	0.81	0.23	0.15	0.98	32
14:37:42	4.49	16.56	4.87	80.65	80.38	864.95	25.87	4494.69	0.6	0.37	0.99	0.26	136
14:37:43	1.38	14.87	3.21	47.73	88.09	99.94	27.93	800.61	0.02	0.77	0.66	0.02	140
14:37:44	0.69	10.03	2.06	20.66	22.19	204.0	28.68	3725.43	0.44	0.46	0.85	0.15	92
14:37:45	4.75	14.67	4.33	63.52	91.35	994.44	25.09	2258.81	0.0	0.73	0.09	0.09	91
14:37:46	0.16	15.14	5.12	77.52	80.88	565.69	26.3	2107.4	0.47	0.2	0.31	0.87	35
14:37:47	0.82	16.61	3.35	55.64	84.33	945.74	29.49	4972.29	0.97	0.04	0.58	0.41	158
14:37:48	0.94	18.43	8.61	158.68	25.79	953.44	26.88	3383.35	0.06	0.56	0.52	0.23	38
14:37:49	3.37	13.82	1.65	22.8	31.09	188.98	30.71	1706.46	0.48	0.74	0.54	0.49	22
14:37:50	2.73	19.77	3.0	59.31	31.72	200.14	31.03	13.67	0.46	0.45	0.55	0.16	61
14:37:51	2.44	16.82	4.45	74.85	1.73	793.95	26.78	3504.26	0.26	0.48	0.48	0.85	53
14:37:52	4.25	16.51	9.12	150.57	2.83	232.76	29.93	2773.67	0.29	0.19	0.82	0.32	66
14:37:53	3.44	14.04	9.62	135.06	98.24	511.15	27.99	1880.54	0.46	0.3	0.16	0.26	82
14:37:54	4.26	17.13	7.45	127.62	55.35	620.72	28.79	2540.49	0.73	0.61	0.29	1.0	73
14:37:55	4.89	16.91	8.36	141.37	82.76	475.93	31.12	4733.7	0.68	0.02	0.18	0.59	245
14:37:56	3.93	11.61	5.01	58.17	28.83	388.26	29.16	1014.25	0.67	0.62	0.39	0.13	221
14:37:57	4.27	13.48	5.35	72.12	66.18	77.36	28.78	2284.42	0.98	0.63	0.31	0.82	73
14:37:58	3.61	18.18	1.75	31.81	68.05	110.96	25.56	3636.35	0.39	0.83	0.06	0.15	5
14:37:59	1.76	10.86	8.01	86.99	58.98	579.83	28.74	1731.43	0.06	0.15	0.6	0.48	122
14:38:00	1.64	13.34	7.09	94.58	32.22	182.91	30.32	4015.53	0.13	0.67	0.15	0.12	160
14:38:01	3.15	12.13	1.7	20.62	8.98	232.76	30.14	4009.83	0.26	0.49	0.39	0.36	54
14:38:02	3.69	16.82	6.58	110.68	9.17	928.07	26.72	449.34	0.12	0.47	0.86	0.3	249
14:38:03	1.73	16.76	4.54	76.09	34.92	629.09	31.59	4540.15	0.38	0.83	0.61	0.5	143
14:38:04	2.05	14.21	6.85	97.34	75.6	560.55	27.2	4785.25	0.46	0.9	0.85	0.33	198
14:38:05	0.68	14.34	7.93	113.72	17.72	97.92	25.71	3871.49	0.74	0.25	0.38	0.93	6
14:38:06	1.51	17.21	1.6	27.54	10.4	949.39	29.06	1869.24	0.55	0.66	0.74	0.94	38
14:38:07	1.72	17.42	9.18	159.92	63.83	713.41	29.86	1546.23	0.13	0.63	0.71	0.34	227
14:38:08	3.48	12.18	6.69	81.48	85.45	490.22	30.4	4765.19	0.35	0.63	0.79	0.45	161
14:38:09	0.55	18.59	5.03	93.51	20.23	847.57	31.8	503.72	0.77	0.13	0.39	0.26	145
14:38:10	0.26	18.3	0.74	13.54	88.56	252.63	31.18	4804.16	0.26	0.65	0.54	0.41	186
14:38:11	2.71	14.02	2.2	30.84	37.51	594.47	31.17	3589.12	0.02	0.65	0.94	0.76	180
14:38:12	4.8	11.82	5.06	59.81	9.01	624.86	27.87	200.24	0.65	0.79	0.13	0.4	236
14:38:13	0.64	17.15	8.97	153.84	81.33	384.48	27.43	1996.53	0.38	0.54	0.63	0.67	84
14:38:14	1.2	17.95	3.13	56.18	96.1	916.28	25.39	1833.74	0.05	0.12	0.33	0.38	209
14:38:15	4.55	18.08	1.72	31.1	31.94	916.97	26.16	4603.79	0.71	0.23	0.84	0.47	169
14:38:16	0.5	12.4	8.76	108.62	98.87	523.59	29.53	4997.28	0.86	0.06	0.28	0.13	121
14:38:17	2.56	18.0	3.5	63.0	28.54	7.5	26.93	4771.71	0.84	0.27	0.76	0.5	53
14:38:18	4.62	13.3	8.8	117.04	87.46	392.0	30.94	3948.24	0.23	0.88	0.35	0.68	1
14:38:19	3.64	16.66	3.82	63.64	36.84	851.68	31.21	926.82	0.32	0.29	0.67	0.26	97
14:38:20	3.59	11.11	1.28	14.22	65.52	331.66	25.18	888.24	0.1	0.83	0.14	0.34	241
14:38:21	0.88	11.04	5.44	60.06	77.65	328.1	25.32	216.0	0.6	0.07	0.82	0.31	164
14:38:22	1.7	18.55	7.42	137.64	44.07	573.72	30.54	4717.04	0.36	0.12	0.15	0.27	94
14:38:23	3.01	16.14	7.28	117.5	37.81	391.29	31.86	1912.81	0.04	0.14	0.31	0.24	170
14:38:24	0.67	15.16	1.4	21.22	74.32	984.72	29.39	2082.39	0.47	0.69	0.78	0.51	217
14:38:25	1.89	16.91	5.96	100.78	11.56	429.59	29.36	248.06	0.97	1.0	0.61	0.33	95
14:38:26	4.34	10.18	7.69	78.28	71.61	347.58	28.99	2937.86	0.36	0.64	0.47	0.23	120
14:38:27	3.04	16.92	1.47	24.87	55.92	849.43	27.27	606.39	0.71	0.94	0.85	1.0	120
14:38:28	1.16	13.77	8.29	114.15	66.69	677.44	29.64	4936.79	0.2	0.25	0.45	0.28	134
14:38:29	3.76	17.31	0.66	11.42	78.93	426.91	28.34	624.03	0.32	0.26	0.01	0.21	231
14:38:30	2.32	13.84	6.78	93.84	97.54	818.76	26.6	1472.22	0.89	0.8	0.56	0.1	222
14:38:31	4.32	18.19	6.36	115.69	90.65	925.97	28.37	4476.36	0.57	0.61	0.56	0.34	177
14:38:32	0.66	13.82	9.47	130.88	32.95	320.88	25.08	4063.37	0.34	0.46	0.48	0.97	93
14:38:33	2.79	14.02	7.17	100.52	53.12	804.88	27.16	2623.24	0.04	0.71	0.65	0.14	88
14:38:34	2.53	19.22	2.37	45.55	39.46	230.76	25.83	4706.06	0.53	0.4	0.14	0.11	139
14:38:35	4.99	18.61	9.67	179.96	57.67	654.31	31.31	1483.07	0.17	0.25	0.23	0.06	3
